Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order Date Year,Days to Ship,Customer Name Masked,Original Price,Total Sales,Total Profit,Discount Price,Total Discount,Shipping Urgency,Sales Quintile,Profit Quintile
9769,CA-2017-142328,2017-12-07,2017-12-14,Standard Class,TC-21535,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6,0.0,25.02,2017,7,T.C.,50.04,300.24,150.12,0.0,0.0,Standard,1,2
9770,CA-2016-123533,2016-11-24,2016-11-30,Standard Class,SC-20050,Home Office,United States,Hialeah,Florida,33012,South,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,339.92,5,0.2,8.498,2016,6,S.C.A.,424.9,1699.6000000000001,42.489999999999995,84.97999999999996,424.8999999999998,Standard,4,4
9771,CA-2016-123533,2016-11-24,2016-11-30,Standard Class,SC-20050,Home Office,United States,Hialeah,Florida,33012,South,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,10.528,4,0.2,3.4216,2016,6,S.C.A.,13.16,42.112,13.6864,2.6319999999999997,10.527999999999999,Standard,4,4
9772,CA-2016-123533,2016-11-24,2016-11-30,Standard Class,SC-20050,Home Office,United States,Hialeah,Florida,33012,South,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,42.384,2,0.2,4.2384,2016,6,S.C.A.,52.98,84.768,8.4768,10.595999999999997,21.191999999999993,Standard,4,4
9773,CA-2016-104983,2016-07-03,2016-07-03,Same Day,FM-14215,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,123.92,5,0.2,38.725,2016,0,F.M.,154.9,619.6,193.625,30.980000000000004,154.90000000000003,Immediate,4,2
9774,CA-2016-160234,2016-06-26,2016-07-03,Standard Class,PF-19225,Consumer,United States,Atlanta,Georgia,30318,South,TEC-PH-10004434,Technology,Phones,Cisco IP�Phone�7961G VoIP�phone�- Dark gray,135.95,1,0.0,39.4255,2016,7,P.F.,135.95,135.95,39.4255,0.0,0.0,Standard,2,3
9776,CA-2014-169019,2014-07-26,2014-07-30,Standard Class,LF-17185,Consumer,United States,San Antonio,Texas,78207,Central,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,17.496,3,0.6,-10.0602,2014,4,L.F.,43.739999999999995,52.488,-30.1806,26.243999999999996,78.73199999999999,Standard,5,3
9777,CA-2014-169019,2014-07-26,2014-07-30,Standard Class,LF-17185,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,16.784,4,0.8,-26.8544,2014,4,L.F.,83.92000000000002,67.136,-107.4176,67.13600000000002,268.5440000000001,Standard,5,3
9778,CA-2014-169019,2014-07-26,2014-07-30,Standard Class,LF-17185,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,431.136,9,0.2,-26.946,2014,4,L.F.,538.92,3880.224,-242.514,107.78399999999993,970.0559999999994,Standard,5,3
9779,CA-2014-169019,2014-07-26,2014-07-30,Standard Class,LF-17185,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.88,5,0.8,-13.32,2014,4,L.F.,44.40000000000001,44.400000000000006,-66.6,35.52000000000001,177.60000000000005,Standard,5,3
9780,CA-2014-169019,2014-07-26,2014-07-30,Standard Class,LF-17185,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,4.836,2,0.8,-12.09,2014,4,L.F.,24.180000000000007,9.672,-24.18,19.34400000000001,38.68800000000002,Standard,5,3
9784,CA-2015-149748,2015-05-31,2015-06-02,Second Class,EM-13825,Corporate,United States,Paterson,New Jersey,07501,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.7886,2015,2,E.M.,62.18,62.18,16.7886,0.0,0.0,Urgent,4,5
9785,CA-2015-149748,2015-05-31,2015-06-02,Second Class,EM-13825,Corporate,United States,Paterson,New Jersey,07501,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,8.28,2,0.0,2.9808,2015,2,E.M.,8.28,16.56,5.9616,0.0,0.0,Urgent,4,5
9786,CA-2015-155635,2015-05-09,2015-05-13,Standard Class,ME-17725,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",48.81,3,0.0,23.9169,2015,4,M.E.,48.81,146.43,71.7507,0.0,0.0,Standard,2,2
9787,US-2014-114377,2014-11-05,2014-11-05,Same Day,BG-11035,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",149.9,5,0.0,40.473,2014,0,B.G.,149.9,749.5,202.365,0.0,0.0,Immediate,2,1
9788,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,CJ-12010,Consumer,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1023.332,5,0.32,-30.098,2017,5,C.J.,1504.9,5116.66,-150.49,481.5680000000001,2407.8400000000006,Standard,5,4
9789,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,CJ-12010,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,2017,5,C.J.,857.94,1801.674,-25.7382,257.38200000000006,772.1460000000002,Standard,5,4
9790,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,CJ-12010,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,39.992,1,0.2,6.9986,2017,5,C.J.,49.989999999999995,39.992,6.9986,9.997999999999998,9.997999999999998,Standard,5,4
9791,CA-2017-144491,2017-03-27,2017-04-01,Standard Class,CJ-12010,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",211.246,2,0.3,-66.3916,2017,5,C.J.,301.78000000000003,422.492,-132.7832,90.53400000000002,181.06800000000004,Standard,5,4
9792,CA-2014-127166,2014-05-21,2014-05-23,Second Class,KH-16360,Consumer,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,56.064,6,0.2,21.024,2014,2,K.H.,70.08,336.384,126.144,14.015999999999998,84.09599999999999,Urgent,3,3
9793,CA-2014-127166,2014-05-21,2014-05-23,Second Class,KH-16360,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,2014,2,K.H.,153.96,215.544,-58.5048,46.188,92.376,Urgent,3,3
9794,CA-2014-127166,2014-05-21,2014-05-23,Second Class,KH-16360,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4� x 11�",4.832,1,0.2,1.6308,2014,2,K.H.,6.039999999999999,4.832,1.6308,1.2079999999999993,1.2079999999999993,Urgent,3,3
9795,CA-2014-127166,2014-05-21,2014-05-23,Second Class,KH-16360,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,-18.24,3,0.8,-31.008,2014,2,K.H.,-91.20000000000002,-54.72,-93.024,-72.96000000000002,-218.88000000000005,Urgent,3,3
9796,CA-2016-125920,2016-05-21,2016-05-28,Standard Class,SH-19975,Corporate,United States,Chicago,Illinois,60610,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,3,0.8,-5.8869,2016,7,S.H.,18.990000000000006,11.394,-17.6607,15.192000000000005,45.576000000000015,Standard,5,5
9797,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.368,2,0.2,1.5552,2015,5,C.S.,12.959999999999999,20.736,3.1104,2.5919999999999987,5.1839999999999975,Standard,2,1
9798,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,235.188,2,0.4,-43.1178,2015,5,C.S.,391.98,470.376,-86.2356,156.79200000000003,313.58400000000006,Standard,2,1
9799,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,26.376,4,0.4,2.6376,2015,5,C.S.,43.96,105.504,10.5504,17.584,70.336,Standard,2,1
9800,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,10.384,2,0.2,2.2066,2015,5,C.S.,12.98,20.768,4.4132,2.596,5.192,Standard,2,1
9801,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,CS-12490,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,107.118,3,0.4,-21.4236,2015,5,C.S.,178.53,321.354,-64.27080000000001,71.412,214.23600000000002,Standard,2,1
9802,CA-2017-137918,2017-09-29,2017-10-06,Standard Class,JK-15730,Consumer,United States,Lodi,California,95240,West,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",97.3,7,0.0,28.217,2017,7,J.K.,97.3,681.1,197.519,0.0,0.0,Standard,5,3
9803,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Consumer,United States,New York City,New York,10024,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3.328,2,0.2,1.2064,2015,2,P.J.,4.159999999999999,6.656,2.4128,0.8319999999999994,1.6639999999999988,Urgent,1,2
9804,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",135.99,1,0.0,36.7173,2015,2,P.J.,135.99,135.99,36.7173,0.0,0.0,Urgent,1,2
9805,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7.38,1,0.0,2.1402,2015,2,P.J.,7.38,7.38,2.1402,0.0,0.0,Urgent,1,2
9806,CA-2016-136322,2016-10-21,2016-10-26,Standard Class,AP-10720,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",45.568,2,0.2,9.6832,2016,5,A.P.,56.959999999999994,91.136,19.3664,11.391999999999996,22.783999999999992,Standard,3,3
9807,CA-2016-136322,2016-10-21,2016-10-26,Standard Class,AP-10720,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,28.752,8,0.7,-21.0848,2016,5,A.P.,95.83999999999999,230.016,-168.6784,67.088,536.704,Standard,3,3
9808,CA-2017-107209,2017-07-27,2017-08-01,Second Class,JW-15955,Consumer,United States,Raleigh,North Carolina,27604,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,2017,5,J.W.,243.56,779.392,48.712,48.71199999999999,194.84799999999996,Standard,3,4
9809,CA-2017-145093,2017-07-21,2017-07-26,Standard Class,PT-19090,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2.112,2,0.8,-3.3792,2017,5,P.T.,10.560000000000002,4.224,-6.7584,8.448000000000002,16.896000000000004,Standard,1,1
9810,US-2014-139640,2014-11-07,2014-11-11,Second Class,TB-21595,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,25.92,5,0.2,9.072,2014,4,T.B.,32.4,129.60000000000002,45.36,6.479999999999997,32.399999999999984,Standard,4,2
9811,US-2014-139640,2014-11-07,2014-11-11,Second Class,TB-21595,Consumer,United States,Portland,Oregon,97206,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,120.768,4,0.2,9.0576,2014,4,T.B.,150.95999999999998,483.072,36.2304,30.19199999999998,120.76799999999992,Standard,4,2
9812,CA-2016-117583,2016-11-27,2016-11-30,First Class,CB-12025,Consumer,United States,East Orange,New Jersey,07017,East,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,25.92,4,0.0,12.4416,2016,3,C.B.,25.92,103.68,49.7664,0.0,0.0,Urgent,5,5
9813,CA-2016-117583,2016-11-27,2016-11-30,First Class,CB-12025,Consumer,United States,East Orange,New Jersey,07017,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,0.0,9.702,2016,3,C.B.,34.65,103.94999999999999,29.106,0.0,0.0,Urgent,5,5
9814,CA-2016-117583,2016-11-27,2016-11-30,First Class,CB-12025,Consumer,United States,East Orange,New Jersey,07017,East,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,204.95,5,0.0,100.4255,2016,3,C.B.,204.95,1024.75,502.1275,0.0,0.0,Urgent,5,5
9815,CA-2016-117583,2016-11-27,2016-11-30,First Class,CB-12025,Consumer,United States,East Orange,New Jersey,07017,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",79.95,5,0.0,38.376,2016,3,C.B.,79.95,399.75,191.88,0.0,0.0,Urgent,5,5
9816,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,173.488,7,0.2,54.215,2015,4,A.G.,216.85999999999999,1214.416,379.505,43.371999999999986,303.6039999999999,Standard,5,5
9817,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,516.96,4,0.2,-6.462,2015,4,A.G.,646.2,2067.84,-25.848,129.24,516.96,Standard,5,5
9818,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",173.208,7,0.2,45.4671,2015,4,A.G.,216.51,1212.456,318.2697,43.30199999999999,303.1139999999999,Standard,5,5
9819,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,4.448,2,0.2,0.3336,2015,4,A.G.,5.5600000000000005,8.896,0.6672,1.112,2.224,Standard,5,5
9820,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,9.0,3,0.2,3.15,2015,4,A.G.,11.25,27.0,9.45,2.25,6.75,Standard,5,5
9821,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,42.24,10,0.2,13.2,2015,4,A.G.,52.8,422.40000000000003,132.0,10.559999999999995,105.59999999999995,Standard,5,5
9822,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.264,2,0.7,-13.3936,2015,4,A.G.,60.87999999999999,36.528,-26.7872,42.615999999999985,85.23199999999997,Standard,5,5
9823,US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3,0.0,42.8148,2014,4,B.D.,152.91,458.73,128.4444,0.0,0.0,Standard,4,5
9824,US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,92.94,3,0.0,41.823,2014,4,B.D.,92.94,278.82,125.469,0.0,0.0,Standard,4,5
9825,US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,0.2,6.2496,2014,4,B.D.,22.32,71.424,24.9984,4.463999999999999,17.855999999999995,Standard,4,5
9826,US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,46.44,3,0.2,15.093,2014,4,B.D.,58.05,139.32,45.278999999999996,11.61,34.83,Standard,4,5
9827,US-2014-164406,2014-08-15,2014-08-19,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196,2014,4,B.D.,243.92,780.544,-48.784,48.78399999999999,195.13599999999997,Standard,4,5
9828,CA-2017-169999,2017-06-19,2017-06-26,Standard Class,JS-15685,Corporate,United States,New York City,New York,10035,East,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,2017,7,J.S.,129.3,258.6,12.93,0.0,0.0,Standard,2,1
9829,CA-2017-169999,2017-06-19,2017-06-26,Standard Class,JS-15685,Corporate,United States,New York City,New York,10035,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,11.568,3,0.2,3.7596,2017,7,J.S.,14.459999999999999,34.704,11.2788,2.8919999999999995,8.675999999999998,Standard,2,1
9830,US-2017-152842,2017-07-16,2017-07-23,Standard Class,NF-18385,Consumer,United States,Charlotte,North Carolina,28205,South,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",242.352,3,0.2,15.147,2017,7,N.F.,302.94,727.056,45.441,60.587999999999994,181.76399999999998,Standard,5,5
9831,CA-2014-113257,2014-12-16,2014-12-18,Second Class,SC-20305,Consumer,United States,Beaumont,Texas,77705,Central,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,319.968,4,0.2,95.9904,2014,2,S.C.,399.96,1279.872,383.9616,79.99199999999996,319.96799999999985,Urgent,5,5
9832,CA-2014-113257,2014-12-16,2014-12-18,Second Class,SC-20305,Consumer,United States,Beaumont,Texas,77705,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,8.624,7,0.6,-2.5872,2014,2,S.C.,21.56,60.368,-18.110400000000002,12.935999999999998,90.55199999999999,Urgent,5,5
9833,CA-2014-133963,2014-05-18,2014-05-22,Second Class,GA-14515,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,3.984,1,0.2,1.4442,2014,4,G.A.,4.9799999999999995,3.984,1.4442,0.9959999999999996,0.9959999999999996,Standard,5,5
9835,CA-2016-126627,2016-10-10,2016-10-12,First Class,WB-21850,Consumer,United States,La Porte,Texas,77571,Central,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",14.0,4,0.6,-6.3,2016,2,W.B.,35.0,56.0,-25.2,21.0,84.0,Urgent,5,5
9836,CA-2016-126627,2016-10-10,2016-10-12,First Class,WB-21850,Consumer,United States,La Porte,Texas,77571,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.392,2,0.8,-26.2272,2016,2,W.B.,81.96000000000002,32.784,-52.4544,65.56800000000003,131.13600000000005,Urgent,5,5
9837,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",10.9,5,0.0,5.123,2016,6,D.L.,10.9,54.5,25.615000000000002,0.0,0.0,Standard,3,3
9838,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,0.0,14.8,2016,6,D.L.,29.6,59.2,29.6,0.0,0.0,Standard,3,3
9839,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,4.98,1,0.0,2.2908,2016,6,D.L.,4.98,4.98,2.2908,0.0,0.0,Standard,3,3
9841,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",44.736,8,0.2,4.4736,2016,6,D.L.,55.919999999999995,357.888,35.7888,11.183999999999997,89.47199999999998,Standard,3,3
9842,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.76,2,0.0,1.6704,2016,6,D.L.,5.76,11.52,3.3408,0.0,0.0,Standard,3,3
9843,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,Consumer,United States,Long Beach,California,90805,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",483.136,4,0.2,60.392,2016,6,D.L.,603.92,1932.544,241.568,120.78399999999993,483.13599999999974,Standard,3,3
9844,CA-2014-163867,2014-06-03,2014-06-06,First Class,RE-19450,Consumer,United States,Decatur,Illinois,62521,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,15.936,4,0.2,5.1792,2014,3,R.E.,19.919999999999998,63.744,20.7168,3.983999999999998,15.935999999999993,Urgent,3,4
9845,CA-2014-163867,2014-06-03,2014-06-06,First Class,RE-19450,Consumer,United States,Decatur,Illinois,62521,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",61.544,7,0.6,-40.0036,2014,3,R.E.,153.85999999999999,430.808,-280.0252,92.31599999999999,646.2119999999999,Urgent,3,4
9846,CA-2014-163867,2014-06-03,2014-06-06,First Class,RE-19450,Consumer,United States,Decatur,Illinois,62521,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,132.696,3,0.2,9.9522,2014,3,R.E.,165.86999999999998,398.08799999999997,29.8566,33.17399999999998,99.52199999999993,Urgent,3,4
9847,CA-2017-169327,2017-09-02,2017-09-04,Second Class,MH-17290,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0.0,11.206,2017,2,M.H.,43.1,215.5,56.03,0.0,0.0,Urgent,3,3
9849,CA-2017-169327,2017-09-02,2017-09-04,Second Class,MH-17290,Home Office,United States,Los Angeles,California,90008,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,46.225,2017,2,M.H.,184.89999999999998,739.5999999999999,231.125,36.97999999999999,184.89999999999995,Urgent,3,3
9850,CA-2014-142979,2014-04-12,2014-04-18,Standard Class,EH-13765,Corporate,United States,Lodi,California,95240,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0.0,16.2688,2014,6,E.H.,39.68,79.36,32.5376,0.0,0.0,Standard,5,5
9851,CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0.0,4.0192,2016,4,E.H.,12.56,25.12,8.0384,0.0,0.0,Standard,5,5
9852,CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,2016,4,E.H.,113.1,271.44,101.78999999999999,22.61999999999999,67.85999999999997,Standard,5,5
9853,CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,2016,4,E.H.,13.08,26.16,12.0336,0.0,0.0,Standard,5,5
9854,CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,Corporate,United States,New York City,New York,10009,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",214.7,5,0.0,83.733,2016,4,E.H.,214.7,1073.5,418.665,0.0,0.0,Standard,5,5
9855,CA-2017-138870,2017-06-19,2017-06-23,Standard Class,GA-14515,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",50.32,4,0.0,21.1344,2017,4,G.A.,50.32,201.28,84.5376,0.0,0.0,Standard,5,5
9856,CA-2017-138870,2017-06-19,2017-06-23,Standard Class,GA-14515,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,24.56,2,0.0,11.5432,2017,4,G.A.,24.56,49.12,23.0864,0.0,0.0,Standard,5,5
9857,CA-2014-120950,2014-11-06,2014-11-11,Standard Class,GA-14515,Consumer,United States,Columbus,Georgia,31907,South,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",43.68,6,0.0,20.9664,2014,5,G.A.,43.68,262.08,125.7984,0.0,0.0,Standard,5,5
9859,CA-2017-113278,2017-01-14,2017-01-20,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0.0,17.524,2017,6,H.R.,67.4,337.0,87.62,0.0,0.0,Standard,4,4
9860,CA-2017-113278,2017-01-14,2017-01-20,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,2.52,2,0.0,0.1008,2017,6,H.R.,2.52,5.04,0.2016,0.0,0.0,Standard,4,4
